id,company_id,deal_id,call_date,duration_min,phase,type,notes,scheduled_at,prep_notes,ai_summary
354a3e9b-cf81-4c98-bc2a-f98ecedd0dd1,28c7f5ae-4524-41ea-81bb-7095fdb1c200,,2019-08-22,45,post_sale,check_in,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
e4884417-28f7-430d-908e-69afe30a8290,28c7f5ae-4524-41ea-81bb-7095fdb1c200,,2019-09-05,90,post_sale,check_in,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
b22da46d-ccaf-4b29-950c-1c11fe6baa88,28c7f5ae-4524-41ea-81bb-7095fdb1c200,,2019-09-20,45,post_sale,check_in,,,,Champion check-in. Internal adoption growing. Training session requested.
ec21cc97-4197-4a72-a982-7372bc35f87e,28c7f5ae-4524-41ea-81bb-7095fdb1c200,,2019-10-10,45,post_sale,check_in,,,,
b37d3416-6448-4ffa-95a7-650aabd3284e,65b8ef17-69c6-42a8-95e9-32a54f1dfa16,e0ac2628-6c46-4a24-a921-d469769f389d,2020-03-06,30,pre_sale,discovery,,,,Renewal negotiation. Multi-year discount proposed. Awaiting budget approval.
4718f48a-4c54-4581-84e2-39d794f30683,65b8ef17-69c6-42a8-95e9-32a54f1dfa16,e0ac2628-6c46-4a24-a921-d469769f389d,2020-03-24,45,pre_sale,demo,,,,Data quality concerns raised. Validation rules and monitoring discussed.
d23bf105-a0d7-431c-8a3b-ff7c0f491e9a,65b8ef17-69c6-42a8-95e9-32a54f1dfa16,e0ac2628-6c46-4a24-a921-d469769f389d,2020-04-11,30,pre_sale,evaluation,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
5e2302e9-aa81-40e8-82c5-288b442ac6f8,65b8ef17-69c6-42a8-95e9-32a54f1dfa16,e0ac2628-6c46-4a24-a921-d469769f389d,2020-04-25,90,pre_sale,negotiation,,,,Renewal negotiation. Multi-year discount proposed. Awaiting budget approval.
3ed4ba7f-11af-4cfa-85ef-9c8889350aae,65b8ef17-69c6-42a8-95e9-32a54f1dfa16,,2020-05-02,45,post_sale,onboarding,,,,Mobile access requirements gathering. Field team needs dashboard access.
de9df6d2-c0e8-4052-9569-72f9245026aa,65b8ef17-69c6-42a8-95e9-32a54f1dfa16,,2020-05-25,60,post_sale,check_in,,,,Technical deep-dive on data modeling capabilities. Engineering team impressed.
bb27b152-fa97-49cc-9751-e6724b413852,65b8ef17-69c6-42a8-95e9-32a54f1dfa16,,2020-05-30,30,post_sale,check_in,,,,Mobile access requirements gathering. Field team needs dashboard access.
f7bcd2b2-00c9-42ec-80cb-c7e68a6ebced,65b8ef17-69c6-42a8-95e9-32a54f1dfa16,,2020-06-13,45,post_sale,check_in,,,,
111e8c5d-8608-4e7f-9341-84256582e09c,65b8ef17-69c6-42a8-95e9-32a54f1dfa16,,2020-06-23,60,post_sale,check_in,,,,
52ac9b6b-a0c9-4e5c-8661-63bd8a82f782,65b8ef17-69c6-42a8-95e9-32a54f1dfa16,,2020-07-02,45,post_sale,check_in,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
0a5109b1-5127-407d-9590-38284276bb67,de3aa434-0488-469b-93b9-969d8acd9c58,b70f4c35-366b-492b-97fa-6b2bddee1c98,2020-10-15,90,pre_sale,discovery,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
fb5d83e0-f037-45ed-aaeb-2018657878b9,de3aa434-0488-469b-93b9-969d8acd9c58,b70f4c35-366b-492b-97fa-6b2bddee1c98,2020-10-20,45,pre_sale,demo,,,,Renewal negotiation. Multi-year discount proposed. Awaiting budget approval.
bcc8b3a4-83d6-4487-9153-5b21fcd5f7c7,de3aa434-0488-469b-93b9-969d8acd9c58,b70f4c35-366b-492b-97fa-6b2bddee1c98,2020-11-10,90,pre_sale,evaluation,,,,Integration planning session. BigQuery and dbt workflow mapping.
37b30f65-cc42-46ed-bf0e-04924c69a900,de3aa434-0488-469b-93b9-969d8acd9c58,b70f4c35-366b-492b-97fa-6b2bddee1c98,2020-12-03,90,pre_sale,negotiation,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
7295c776-92b9-41c3-8cf5-d58ea92c1b72,de3aa434-0488-469b-93b9-969d8acd9c58,,2020-12-27,60,post_sale,onboarding,,,,Escalation call. Dashboard performance issues in production. Fix committed.
16140d01-75fb-4223-8da1-f511093f6463,de3aa434-0488-469b-93b9-969d8acd9c58,,2021-01-13,90,post_sale,check_in,,,,Feature request discussion: need better export options and scheduling.
5897ef77-365c-4a51-8a6f-cf84f6c23d78,de3aa434-0488-469b-93b9-969d8acd9c58,,2021-02-02,45,post_sale,check_in,,,,
e472c797-7e60-41ec-ba77-f9792eb6eba2,de3aa434-0488-469b-93b9-969d8acd9c58,,2021-02-18,90,post_sale,check_in,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
64d0f0d4-b891-49e1-93a2-65b2e2ba6133,de3aa434-0488-469b-93b9-969d8acd9c58,,2021-03-13,45,post_sale,check_in,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
196e6a0e-3ad7-4618-84db-740bf9fe0852,de3aa434-0488-469b-93b9-969d8acd9c58,,2021-04-01,90,post_sale,check_in,,,,
c74ac87d-00b2-46bd-8967-c0d49ff44e93,ddd7c8fd-8564-4c0f-b543-512faa12bdd1,4aa56009-7a64-4fb6-a198-cfaceacd9b6d,2021-11-06,30,pre_sale,discovery,,,,Mobile access requirements gathering. Field team needs dashboard access.
e73bd665-b512-428d-bcee-f5c406120d4d,ddd7c8fd-8564-4c0f-b543-512faa12bdd1,4aa56009-7a64-4fb6-a198-cfaceacd9b6d,2021-11-13,30,pre_sale,demo,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
54f7bb99-e00c-4cb3-b33f-29cd8bafe18a,ddd7c8fd-8564-4c0f-b543-512faa12bdd1,4aa56009-7a64-4fb6-a198-cfaceacd9b6d,2021-12-03,90,pre_sale,evaluation,,,,Technical deep-dive on data modeling capabilities. Engineering team impressed.
467215fb-897a-4b9b-a9cc-fd1482743b22,ddd7c8fd-8564-4c0f-b543-512faa12bdd1,4aa56009-7a64-4fb6-a198-cfaceacd9b6d,2021-12-23,30,pre_sale,negotiation,,,,
dc84a732-a72b-4790-8f3d-64ff4b6439a9,ddd7c8fd-8564-4c0f-b543-512faa12bdd1,,2022-01-07,45,post_sale,onboarding,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
1b43ff04-20e0-417e-953e-a0d9c635a6dc,ddd7c8fd-8564-4c0f-b543-512faa12bdd1,,2022-01-28,45,post_sale,check_in,,,,Integration planning session. BigQuery and dbt workflow mapping.
6da5620a-658d-4515-b13a-3dc1b481d000,ddd7c8fd-8564-4c0f-b543-512faa12bdd1,,2022-02-14,90,post_sale,check_in,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
43376460-b36d-4e84-b250-c85df069aff8,ddd7c8fd-8564-4c0f-b543-512faa12bdd1,,2022-03-09,60,post_sale,check_in,,,,
f8d08ee7-27ea-4384-b576-35dd192bafc3,ddd7c8fd-8564-4c0f-b543-512faa12bdd1,,2022-03-22,90,post_sale,check_in,,,,Feature request discussion: need better export options and scheduling.
418e1af2-2010-412f-8e4d-c629c40b620d,ddd7c8fd-8564-4c0f-b543-512faa12bdd1,,2022-04-15,60,post_sale,check_in,,,,
6296ca59-b220-4f1e-936d-6c2adf37877a,f96523ef-727d-4c38-af22-14023b7432f3,87102cbd-57b2-44f4-8945-93a3491ec8ab,2022-08-13,90,pre_sale,discovery,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
af480230-78f8-4008-a0e8-6eda11d374da,f96523ef-727d-4c38-af22-14023b7432f3,87102cbd-57b2-44f4-8945-93a3491ec8ab,2022-08-18,60,pre_sale,demo,,,,Data quality concerns raised. Validation rules and monitoring discussed.
25760129-750f-43fc-801f-f94760970c98,f96523ef-727d-4c38-af22-14023b7432f3,87102cbd-57b2-44f4-8945-93a3491ec8ab,2022-08-23,30,pre_sale,evaluation,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
c73ab295-87e6-4464-8e4b-b90624a576c6,f96523ef-727d-4c38-af22-14023b7432f3,87102cbd-57b2-44f4-8945-93a3491ec8ab,2022-08-30,90,pre_sale,negotiation,,,,
d2f19ba3-9a24-469f-8b9b-cfe077371563,f96523ef-727d-4c38-af22-14023b7432f3,,2022-09-14,60,post_sale,onboarding,,,,Technical deep-dive on data modeling capabilities. Engineering team impressed.
25da9d36-66e8-4fa8-bc2b-ac0a17af28f5,f96523ef-727d-4c38-af22-14023b7432f3,,2022-09-27,90,post_sale,check_in,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
1cbe94fe-aede-46b6-9756-bbcca9a7276a,f96523ef-727d-4c38-af22-14023b7432f3,,2022-10-20,90,post_sale,check_in,,,,Feature request discussion: need better export options and scheduling.
c0d712de-771f-4f51-b20b-47c45ce1d27a,f96523ef-727d-4c38-af22-14023b7432f3,,2022-11-06,90,post_sale,check_in,,,,Renewal negotiation. Multi-year discount proposed. Awaiting budget approval.
e71c970b-07eb-481b-b0b0-3f87b0ab4ae4,f96523ef-727d-4c38-af22-14023b7432f3,,2022-11-29,45,post_sale,check_in,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
50f70e5f-8aef-4497-a76e-85ea49fd1bf4,f96523ef-727d-4c38-af22-14023b7432f3,,2022-12-09,90,post_sale,check_in,,,,Feature request discussion: need better export options and scheduling.
74fdeb74-ee80-4286-b7ca-77c37608785a,64c6184b-9e77-45f3-adcf-3c32d2c973d3,584bc067-49c3-49e2-a1d3-569ebab75c20,2024-09-18,45,pre_sale,discovery,,,,
f2e0db66-42ec-4684-b9a9-9a80a60c0f83,64c6184b-9e77-45f3-adcf-3c32d2c973d3,584bc067-49c3-49e2-a1d3-569ebab75c20,2024-09-24,30,pre_sale,demo,,,,
141b2319-4213-4d6b-a416-d75a1fcd5c47,64c6184b-9e77-45f3-adcf-3c32d2c973d3,584bc067-49c3-49e2-a1d3-569ebab75c20,2024-10-19,60,pre_sale,evaluation,,,,
7179f4a0-6281-4f8a-8150-fa79e25bacc4,64c6184b-9e77-45f3-adcf-3c32d2c973d3,584bc067-49c3-49e2-a1d3-569ebab75c20,2024-10-27,45,pre_sale,negotiation,,,,
ec278991-cfa2-4023-bb62-5eb72715c85f,64c6184b-9e77-45f3-adcf-3c32d2c973d3,,2024-11-11,60,post_sale,onboarding,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
f476810a-59d1-4d98-9314-b4f0b3ed8217,64c6184b-9e77-45f3-adcf-3c32d2c973d3,,2024-11-20,60,post_sale,check_in,,,,Escalation call. Dashboard performance issues in production. Fix committed.
9fa42a22-9cb1-4f8e-b545-feec7c0105ca,64c6184b-9e77-45f3-adcf-3c32d2c973d3,,2024-12-02,30,post_sale,check_in,,,,Integration planning session. BigQuery and dbt workflow mapping.
34a38b24-3222-4437-986f-818e5b864af6,64c6184b-9e77-45f3-adcf-3c32d2c973d3,,2024-12-08,90,post_sale,check_in,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
264ca616-b732-4a22-bcac-35fd00c4c1ef,64c6184b-9e77-45f3-adcf-3c32d2c973d3,,2024-12-15,30,post_sale,check_in,,,,
794388da-2328-43ad-a312-b88bf30d6a29,64c6184b-9e77-45f3-adcf-3c32d2c973d3,,2025-01-09,90,post_sale,check_in,,,,
d842e8f1-1bc5-47a8-b0de-a521bea96643,fbb86341-fd96-4072-88fe-b850b59a8ab1,cdc95411-0996-4062-a299-c27aeb7c6d94,2025-04-03,90,pre_sale,discovery,,,,Feature request discussion: need better export options and scheduling.
edfe4939-ee12-4653-a34e-4e49eb6b73db,fbb86341-fd96-4072-88fe-b850b59a8ab1,cdc95411-0996-4062-a299-c27aeb7c6d94,2025-04-12,90,pre_sale,demo,,,,
c4422566-5704-488f-8731-072940344eeb,fbb86341-fd96-4072-88fe-b850b59a8ab1,cdc95411-0996-4062-a299-c27aeb7c6d94,2025-04-26,90,pre_sale,evaluation,,,,
3aa99353-ffe3-4b49-abca-f14a7abd6f47,fbb86341-fd96-4072-88fe-b850b59a8ab1,cdc95411-0996-4062-a299-c27aeb7c6d94,2025-05-15,60,pre_sale,negotiation,,,,Renewal negotiation. Multi-year discount proposed. Awaiting budget approval.
0337dfa7-e71a-4742-8743-4af03b554d18,fbb86341-fd96-4072-88fe-b850b59a8ab1,,2025-06-09,60,post_sale,onboarding,,,,
b1b6a90f-d04c-4e00-9d25-2a416f83a013,fbb86341-fd96-4072-88fe-b850b59a8ab1,,2025-06-21,90,post_sale,check_in,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
761f8707-48e1-4834-b895-82a707641cec,fbb86341-fd96-4072-88fe-b850b59a8ab1,,2025-06-27,60,post_sale,check_in,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
a60bc055-251f-4e9e-b906-ff36531aaba5,fbb86341-fd96-4072-88fe-b850b59a8ab1,,2025-07-06,30,post_sale,check_in,,,,Renewal negotiation. Multi-year discount proposed. Awaiting budget approval.
3909e02b-8f02-4572-a332-f5162044d411,fbb86341-fd96-4072-88fe-b850b59a8ab1,,2025-07-17,90,post_sale,check_in,,,,
c75c0f6f-ad32-4a63-9394-57535b594048,fbb86341-fd96-4072-88fe-b850b59a8ab1,,2025-07-25,30,post_sale,check_in,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
de74cd74-1ec9-437b-8065-3c25107000f7,54bc519a-c88a-4a35-927e-ddd4b1c4d413,c1b0be10-cd7d-430e-91d6-f5d788afeaf8,2025-10-15,90,pre_sale,discovery,,,,Mobile access requirements gathering. Field team needs dashboard access.
ca0a8e25-717f-47b4-a39c-7c10a06f816f,54bc519a-c88a-4a35-927e-ddd4b1c4d413,c1b0be10-cd7d-430e-91d6-f5d788afeaf8,2025-10-31,45,pre_sale,demo,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
e57a12e5-3e6b-47ff-a2e0-ad7973a40edf,54bc519a-c88a-4a35-927e-ddd4b1c4d413,c1b0be10-cd7d-430e-91d6-f5d788afeaf8,2025-11-15,60,pre_sale,evaluation,,,,
96af3f49-6ea0-4d60-9539-643554505e1f,54bc519a-c88a-4a35-927e-ddd4b1c4d413,c1b0be10-cd7d-430e-91d6-f5d788afeaf8,2025-12-06,90,pre_sale,negotiation,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
2f3608f4-126d-4259-84b3-2f3d1d96ebb9,54bc519a-c88a-4a35-927e-ddd4b1c4d413,,2025-12-23,90,post_sale,onboarding,,,,Quarterly business review. Usage up 40% QoQ. Expansion opportunity identified.
a74aa0be-965c-4363-9302-ca24def8e4a9,54bc519a-c88a-4a35-927e-ddd4b1c4d413,,2025-12-29,45,post_sale,check_in,,,,Mobile access requirements gathering. Field team needs dashboard access.
bf1701b6-41bf-417d-a286-93339cecdce7,54bc519a-c88a-4a35-927e-ddd4b1c4d413,,2026-01-23,30,post_sale,check_in,,,,
91530ee3-ce8d-4c45-b6e9-eed035922b00,54bc519a-c88a-4a35-927e-ddd4b1c4d413,,2026-02-02,45,post_sale,check_in,,,,Renewal negotiation. Multi-year discount proposed. Awaiting budget approval.
14422cab-98fe-414a-a4c4-6679a0aef509,54bc519a-c88a-4a35-927e-ddd4b1c4d413,,2026-02-08,90,post_sale,check_in,,,,Mobile access requirements gathering. Field team needs dashboard access.
a9855068-f256-4888-baa8-8299dbe68f6f,54bc519a-c88a-4a35-927e-ddd4b1c4d413,,2026-02-17,30,post_sale,check_in,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
033f87f3-fb12-483e-b98e-eccd4476c8e9,3045fc88-057e-4113-9398-656b0ec8b0ec,5c05667e-47f4-4925-883d-ef79fc159755,2026-02-24,45,pre_sale,discovery,,,,
f97e69b4-1dc0-4c4e-be74-41a7caee300d,3045fc88-057e-4113-9398-656b0ec8b0ec,5c05667e-47f4-4925-883d-ef79fc159755,2026-03-03,45,pre_sale,demo,,,,
90bbad7a-0e37-4ace-891b-ddc73b347a62,3045fc88-057e-4113-9398-656b0ec8b0ec,5c05667e-47f4-4925-883d-ef79fc159755,2026-03-22,60,pre_sale,evaluation,,,,
026c9cbb-9e83-4769-8e41-f31a80bdb1b2,3045fc88-057e-4113-9398-656b0ec8b0ec,5c05667e-47f4-4925-883d-ef79fc159755,2026-03-31,30,pre_sale,negotiation,,,,
fba720bf-cde1-4dec-b980-6135ab35b3f8,aa418c50-1339-4016-a220-9dc826e834a9,504ad240-d31a-47ef-a62c-d78eab3c2e06,2018-05-11,45,pre_sale,discovery,,,,Feature request discussion: need better export options and scheduling.
63213561-abdd-43c0-ab7e-277c059f4796,aa418c50-1339-4016-a220-9dc826e834a9,504ad240-d31a-47ef-a62c-d78eab3c2e06,2018-06-02,30,pre_sale,demo,,,,Integration planning session. BigQuery and dbt workflow mapping.
cbcca364-14b1-4438-9145-35ec4f9819ac,aa418c50-1339-4016-a220-9dc826e834a9,504ad240-d31a-47ef-a62c-d78eab3c2e06,2018-06-27,45,pre_sale,evaluation,,,,
79206f7d-10a3-41cb-aeed-47bc122a55e9,aa418c50-1339-4016-a220-9dc826e834a9,504ad240-d31a-47ef-a62c-d78eab3c2e06,2018-07-07,30,pre_sale,negotiation,,,,Mobile access requirements gathering. Field team needs dashboard access.
b3c5215c-2002-4e74-b75f-cb3641d72c59,aa418c50-1339-4016-a220-9dc826e834a9,,2018-07-17,45,post_sale,onboarding,,,,Feature request discussion: need better export options and scheduling.
227baef0-099f-49df-bf23-1744d93c2bc2,aa418c50-1339-4016-a220-9dc826e834a9,,2018-08-03,60,post_sale,check_in,,,,
25449d5d-938a-402e-af20-9344eed1d03e,aa418c50-1339-4016-a220-9dc826e834a9,,2018-08-26,30,post_sale,check_in,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
b0a04d51-d032-4709-8419-98f517a996d6,aa418c50-1339-4016-a220-9dc826e834a9,,2018-09-16,60,post_sale,check_in,,,,
69466f99-4225-47b1-8f47-0d650fd720f9,aa418c50-1339-4016-a220-9dc826e834a9,,2018-10-08,30,post_sale,check_in,,,,
89dada83-09b7-48ec-b563-b7c02fbcf201,aa418c50-1339-4016-a220-9dc826e834a9,,2018-10-31,30,post_sale,check_in,,,,Integration planning session. BigQuery and dbt workflow mapping.
009d28e2-8f25-48d2-a23e-427fb85c1617,22a9996f-d9b3-4997-b821-c18c1f75d182,da73fbb9-f5c0-4628-bee3-e2bc1323668b,2019-07-02,45,pre_sale,discovery,,,,"Onboarding progress review. 3 dashboards live, 2 more in development."
7d9e40a6-2988-4be3-876d-1c5b03d09869,22a9996f-d9b3-4997-b821-c18c1f75d182,da73fbb9-f5c0-4628-bee3-e2bc1323668b,2019-07-09,30,pre_sale,demo,,,,Discussed product roadmap and upcoming features. Customer expressed interest in advanced analytics.
fb1058ae-67af-49f7-9674-4c4fef010e15,22a9996f-d9b3-4997-b821-c18c1f75d182,da73fbb9-f5c0-4628-bee3-e2bc1323668b,2019-07-27,90,pre_sale,evaluation,,,,"Onboarding progress review. 3 dashboards live, 2 more in development."
4b019181-31c1-435c-b42b-c4761d2754f3,22a9996f-d9b3-4997-b821-c18c1f75d182,da73fbb9-f5c0-4628-bee3-e2bc1323668b,2019-08-09,60,pre_sale,negotiation,,,,Escalation call. Dashboard performance issues in production. Fix committed.
cb641bc7-8c64-4221-9990-76cc60b7f599,22a9996f-d9b3-4997-b821-c18c1f75d182,,2019-08-22,45,post_sale,onboarding,,,,
29c9e74e-e20f-43c6-a126-f32f33d4781a,22a9996f-d9b3-4997-b821-c18c1f75d182,,2019-09-09,30,post_sale,check_in,,,,
95de4dac-b265-4c64-ba21-8a4e0820098c,22a9996f-d9b3-4997-b821-c18c1f75d182,,2019-09-15,45,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
706e7722-160d-451b-be96-56004e9fb7d4,22a9996f-d9b3-4997-b821-c18c1f75d182,,2019-10-05,90,post_sale,check_in,,,,Performance optimization discussion. Query caching recommendations provided.
2adb6cda-1b8c-4234-be68-968dc903c43d,22a9996f-d9b3-4997-b821-c18c1f75d182,,2019-10-10,60,post_sale,check_in,,,,Technical deep-dive on data modeling capabilities. Engineering team impressed.
493ac16c-113b-4f32-9fa2-bd5b3578862d,22a9996f-d9b3-4997-b821-c18c1f75d182,,2019-10-24,60,post_sale,check_in,,,,
76baf31e-42c1-4f35-8cf4-d0a05ba054d1,41ebfc02-1163-49f2-9f27-2ebcbab64a55,61a326b0-39be-49e9-9968-70df9657e41a,2019-12-17,30,pre_sale,discovery,,,,Mobile access requirements gathering. Field team needs dashboard access.
cc1b1707-4526-4fd6-881e-72420272997c,41ebfc02-1163-49f2-9f27-2ebcbab64a55,61a326b0-39be-49e9-9968-70df9657e41a,2020-01-05,45,pre_sale,demo,,,,Reviewed pricing tiers and contract terms. Decision expected within 2 weeks.
f07a8140-60ae-4fab-9bc0-7a09bd836228,41ebfc02-1163-49f2-9f27-2ebcbab64a55,61a326b0-39be-49e9-9968-70df9657e41a,2020-01-27,30,pre_sale,evaluation,,,,Performance optimization discussion. Query caching recommendations provided.
21642c90-7b75-4eaf-b83c-5fa9465c523b,41ebfc02-1163-49f2-9f27-2ebcbab64a55,61a326b0-39be-49e9-9968-70df9657e41a,2020-02-08,60,pre_sale,negotiation,,,,Performance optimization discussion. Query caching recommendations provided.
1a1b6336-dc5c-4a51-a725-0267ce869afe,41ebfc02-1163-49f2-9f27-2ebcbab64a55,,2020-03-01,30,post_sale,onboarding,,,,
cf60ec65-69bc-4f15-be28-d0df4c85c353,41ebfc02-1163-49f2-9f27-2ebcbab64a55,,2020-03-06,90,post_sale,check_in,,,,
2934c472-90cd-426a-b052-9517afd642c3,41ebfc02-1163-49f2-9f27-2ebcbab64a55,,2020-03-24,30,post_sale,check_in,,,,
b5f0396d-ed26-4953-8817-3bf76c9d2fe7,41ebfc02-1163-49f2-9f27-2ebcbab64a55,,2020-04-13,45,post_sale,check_in,,,,
4a0a5ea3-c2f1-474c-b204-1777c7209759,41ebfc02-1163-49f2-9f27-2ebcbab64a55,,2020-04-25,45,post_sale,check_in,,,,Technical deep-dive on data modeling capabilities. Engineering team impressed.
07c5cd77-4880-4202-9ae3-4a0a54cef365,41ebfc02-1163-49f2-9f27-2ebcbab64a55,,2020-05-16,30,post_sale,check_in,,,,Competitive evaluation update. Comparing with Looker on embedded analytics.
7920edd8-a95f-42ed-84c0-5a410639d1f1,32bef0e6-5d0c-49e2-a697-710443b48ef5,155312dd-ed02-4e4a-9676-d685fb91305c,2020-12-20,90,pre_sale,discovery,,,,
e639c7c7-2e8e-46f7-b665-2f49ced2c193,32bef0e6-5d0c-49e2-a697-710443b48ef5,155312dd-ed02-4e4a-9676-d685fb91305c,2021-01-03,45,pre_sale,demo,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
e6572e7f-24be-4931-a7da-14645b6204a5,32bef0e6-5d0c-49e2-a697-710443b48ef5,155312dd-ed02-4e4a-9676-d685fb91305c,2021-01-12,45,pre_sale,evaluation,,,,Performance optimization discussion. Query caching recommendations provided.
6fd112c6-2955-4ab0-a6cf-d1b6d75864ff,32bef0e6-5d0c-49e2-a697-710443b48ef5,155312dd-ed02-4e4a-9676-d685fb91305c,2021-02-01,30,pre_sale,negotiation,,,,Champion check-in. Internal adoption growing. Training session requested.
6064009e-341d-4593-b355-2a44de40b325,32bef0e6-5d0c-49e2-a697-710443b48ef5,,2021-02-08,90,post_sale,onboarding,,,,Escalation call. Dashboard performance issues in production. Fix committed.
06425535-b772-4301-916f-b7a93a1bf0d3,32bef0e6-5d0c-49e2-a697-710443b48ef5,,2021-02-24,45,post_sale,check_in,,,,Escalation call. Dashboard performance issues in production. Fix committed.
eab8217b-075a-4e1d-bf9a-1238cc23e3fe,32bef0e6-5d0c-49e2-a697-710443b48ef5,,2021-03-07,45,post_sale,check_in,,,,Security and compliance review. SOC2 and GDPR requirements discussed.
f5d8aacc-5058-48dd-95df-33103f080ce0,32bef0e6-5d0c-49e2-a697-710443b48ef5,,2021-03-14,60,post_sale,check_in,,,,Escalation call. Dashboard performance issues in production. Fix committed.
