id,deal_id,stage,entered_at,exited_at
db11ca23-ba00-42ca-b046-6455210e29d0,504ad240-d31a-47ef-a62c-d78eab3c2e06,progressing,2018-05-22 03:54:14,2018-06-29 03:54:14
e18e9463-56a6-4202-a6b1-176921db3a67,da73fbb9-f5c0-4628-bee3-e2bc1323668b,qualifying,2019-06-28 03:54:14,2019-07-10 03:54:14
dd80f2ec-e626-4981-864e-456614a5b828,da73fbb9-f5c0-4628-bee3-e2bc1323668b,validating,2019-07-10 03:54:14,2019-07-17 03:54:14
e36db510-982c-4c92-aaf2-1ae19ba7ca79,da73fbb9-f5c0-4628-bee3-e2bc1323668b,progressing,2019-07-17 03:54:14,2019-07-31 03:54:14
51f79ed1-c447-4a4f-afc8-5617fff02f6a,da73fbb9-f5c0-4628-bee3-e2bc1323668b,focus,2019-07-31 03:54:14,2019-08-18 03:54:14
b4e07f50-80bd-4eb9-9bd1-96dabce1982f,61a326b0-39be-49e9-9968-70df9657e41a,qualifying,2019-12-17 03:54:14,2019-12-29 03:54:14
4ecd7934-d821-4689-96f4-24d6f88eeaef,61a326b0-39be-49e9-9968-70df9657e41a,validating,2019-12-29 03:54:14,2020-01-09 03:54:14
8ebc541a-4c87-4489-b584-0c3c68ac26a1,61a326b0-39be-49e9-9968-70df9657e41a,progressing,2020-01-09 03:54:14,2020-01-21 03:54:14
4a161280-fe2b-4f75-aebb-44ddf7e0aaba,61a326b0-39be-49e9-9968-70df9657e41a,focus,2020-01-21 03:54:14,2020-01-30 03:54:14
a50a9949-1824-4df8-a807-6b5f42aa2437,61a326b0-39be-49e9-9968-70df9657e41a,negotiating,2020-01-30 03:54:14,2020-02-28 03:54:14
c81bddda-3cfd-4598-a3ed-5c308382ff4a,155312dd-ed02-4e4a-9676-d685fb91305c,qualifying,2020-12-19 03:54:14,2021-01-01 03:54:14
5631a5eb-f58c-48e1-9ff0-1ceacdebfb70,155312dd-ed02-4e4a-9676-d685fb91305c,validating,2021-01-01 03:54:14,2021-01-10 03:54:14
a28c7e86-4359-4c89-9de9-4fbfe125fc84,155312dd-ed02-4e4a-9676-d685fb91305c,progressing,2021-01-10 03:54:14,2021-01-30 03:54:14
d68c27a9-f678-4dd9-948a-a924997a15cf,155312dd-ed02-4e4a-9676-d685fb91305c,focus,2021-01-30 03:54:14,2021-02-08 03:54:14
41b0ff0f-60a6-420e-9b2a-cf67243b625c,5b46bea8-7234-48f4-87f4-6226ceb48361,qualifying,2021-09-23 03:54:14,2021-09-30 03:54:14
c799e5c2-4b54-4160-a0aa-f3e4ebab85b5,5b46bea8-7234-48f4-87f4-6226ceb48361,validating,2021-09-30 03:54:14,2021-10-10 03:54:14
a8541a52-5814-44ea-9f2e-1317633045e3,5b46bea8-7234-48f4-87f4-6226ceb48361,progressing,2021-10-10 03:54:14,2021-10-30 03:54:14
571647c4-c43b-4bd4-b303-685c37e5a77a,5b46bea8-7234-48f4-87f4-6226ceb48361,focus,2021-10-30 03:54:14,2021-11-15 03:54:14
0c92eb97-5ce8-4bc4-922d-f73c088e265d,5b46bea8-7234-48f4-87f4-6226ceb48361,negotiating,2021-11-15 03:54:14,2021-10-29 03:54:14
47c4bbe1-16ea-492a-80f7-c0ea8de288f9,d87223d5-9b78-4d34-8134-3f23564c9b85,qualifying,2022-06-06 03:54:14,2022-06-14 03:54:14
5849bdcb-f256-4cda-99ea-348d234e66c9,d87223d5-9b78-4d34-8134-3f23564c9b85,validating,2022-06-14 03:54:14,2022-06-22 03:54:14
a2266110-80ea-445d-bf14-8d494afa3a57,d87223d5-9b78-4d34-8134-3f23564c9b85,progressing,2022-06-22 03:54:14,2022-07-02 03:54:14
08887318-34bf-48a6-a5bb-92f4449fed8d,d87223d5-9b78-4d34-8134-3f23564c9b85,focus,2022-07-02 03:54:14,2022-07-18 03:54:14
30f98477-ac34-4eac-aac3-3495ce22b17f,d87223d5-9b78-4d34-8134-3f23564c9b85,negotiating,2022-07-18 03:54:14,2022-08-22 03:54:14
5b1a17a4-29c8-4557-b9b9-c1212a4f115f,7546b95b-ac4d-4835-a55d-78e1316e7b9f,qualifying,2023-05-31 03:54:14,2023-06-06 03:54:14
a0d00795-ca16-4b13-a599-745a8614ead0,7546b95b-ac4d-4835-a55d-78e1316e7b9f,validating,2023-06-06 03:54:14,2023-06-27 03:54:14
a24c938d-77bb-4ce0-b265-0a0256806a22,7546b95b-ac4d-4835-a55d-78e1316e7b9f,progressing,2023-06-27 03:54:14,2023-07-06 03:54:14
3af8e254-ff51-4bc8-b827-350639674cf0,7546b95b-ac4d-4835-a55d-78e1316e7b9f,focus,2023-07-06 03:54:14,2023-08-17 03:54:14
53ba6431-4f1d-41cc-a20c-0ebe8a756183,cc6ce84c-ff4f-40a9-9fef-cc5d29a2d923,qualifying,2025-02-23 03:54:14,2025-02-27 03:54:14
db8e6207-e6a3-4382-bec2-05fe3bd9ffeb,cc6ce84c-ff4f-40a9-9fef-cc5d29a2d923,validating,2025-02-27 03:54:14,2025-03-08 03:54:14
7138eb21-a5ea-4c1b-a80e-206577d7bd08,cc6ce84c-ff4f-40a9-9fef-cc5d29a2d923,progressing,2025-03-08 03:54:14,2025-04-15 03:54:14
d8fb20c9-b471-444c-b542-f22cf38d8b75,4b118e53-e037-4076-87e2-98031b38c833,qualifying,2025-10-05 03:54:14,2025-10-16 03:54:14
37ddbaef-6d49-4ebd-9ce3-76aceccb2667,4b118e53-e037-4076-87e2-98031b38c833,validating,2025-10-16 03:54:14,2025-10-26 03:54:14
8990d51a-d0a5-4986-8e65-bd6696afe792,4b118e53-e037-4076-87e2-98031b38c833,progressing,2025-10-26 03:54:14,2025-11-11 03:54:14
1ff6129f-5ea2-4c62-b636-eef76e3abb93,4b118e53-e037-4076-87e2-98031b38c833,focus,2025-11-11 03:54:14,2025-12-20 03:54:14
6e11f2e0-578c-4cc9-9a2c-803345599377,c6c19000-254c-410c-abee-a47fee0565ac,qualifying,2026-03-08 03:54:14,2026-03-16 03:54:14
eaa0b062-e93b-4ba2-a66a-75a0f9909218,c6c19000-254c-410c-abee-a47fee0565ac,validating,2026-03-16 03:54:14,2026-04-03 03:54:14
c3f28a60-8e17-4dcd-a211-a5ec4343bd0d,c6c19000-254c-410c-abee-a47fee0565ac,progressing,2026-04-03 03:54:14,2026-04-11 03:54:14
19dfdf23-d65f-4cda-b8d7-60dec7db0994,c6c19000-254c-410c-abee-a47fee0565ac,focus,2026-04-11 03:54:14,2026-04-24 03:54:14
6488bc1f-0661-4fd0-a74a-924342eea7d4,3b9870da-1d3d-4239-9900-91adf2528017,qualifying,2018-10-15 03:54:14,2018-10-27 03:54:14
85f6a50f-10a3-4524-b96b-ea5cd3d49329,3b9870da-1d3d-4239-9900-91adf2528017,validating,2018-10-27 03:54:14,2018-11-07 03:54:14
e585f168-a79a-441a-a0c7-b5ccfd79ad86,3b9870da-1d3d-4239-9900-91adf2528017,progressing,2018-11-07 03:54:14,2018-11-19 03:54:14
c31a7274-82f1-49b2-b2ea-5a362e401e30,3b9870da-1d3d-4239-9900-91adf2528017,focus,2018-11-19 03:54:14,2018-11-26 03:54:14
92edc0b1-469d-411f-a134-e4ff6c41f0b2,3b9870da-1d3d-4239-9900-91adf2528017,negotiating,2018-11-26 03:54:14,2018-11-29 03:54:14
0842c56b-ea0b-4b2d-a74a-d50df69f9e1d,6cd52384-c58f-4b70-b06c-ca445a766fe9,qualifying,2018-12-13 03:54:14,2018-12-16 03:54:14
a26c2b83-d6f3-4d9a-a296-7ce0abfa7264,6cd52384-c58f-4b70-b06c-ca445a766fe9,validating,2018-12-16 03:54:14,2019-01-09 03:54:14
8c665e99-f856-4952-a061-c92b31e3f02b,6cd52384-c58f-4b70-b06c-ca445a766fe9,progressing,2019-01-09 03:54:14,2019-01-19 03:54:14
17db3469-3b78-463a-890b-70cc2d096598,6cd52384-c58f-4b70-b06c-ca445a766fe9,focus,2019-01-19 03:54:14,2019-01-26 03:54:14
5b258f6a-b37d-4898-810c-7c16557636a3,77c6b71a-6e64-4f26-a2fb-dfdf4f02c847,qualifying,2020-01-17 03:54:14,2020-01-22 03:54:14
fe4be3ba-54ed-45d8-a6be-869765073680,77c6b71a-6e64-4f26-a2fb-dfdf4f02c847,validating,2020-01-22 03:54:14,2020-02-05 03:54:14
4f01a3f1-b15f-4ac5-bd1a-f20462ad4707,77c6b71a-6e64-4f26-a2fb-dfdf4f02c847,progressing,2020-02-05 03:54:14,2020-02-22 03:54:14
bc69c2d7-2c65-4b13-9f9f-40e69e4c9343,80dc958e-50ab-4cdb-ad48-9603e763bce8,qualifying,2021-01-05 03:54:14,2021-01-10 03:54:14
9c4f854e-7f86-4edd-b5b5-3b7a762463a0,80dc958e-50ab-4cdb-ad48-9603e763bce8,validating,2021-01-10 03:54:14,2021-02-01 03:54:14
86435f3d-b840-4fdf-8825-2c6bd39bdfe7,80dc958e-50ab-4cdb-ad48-9603e763bce8,progressing,2021-02-01 03:54:14,2021-02-08 03:54:14
b92ad9e8-0718-4217-afba-3713718b9aef,fe64031b-0ce1-4f1a-b0c6-ca7935dff6ac,qualifying,2021-07-04 03:54:14,2021-07-07 03:54:14
1f8eed82-38ed-4661-9904-e30faf87bc5a,fe64031b-0ce1-4f1a-b0c6-ca7935dff6ac,validating,2021-07-07 03:54:14,2021-07-18 03:54:14
87f8d6ef-2947-472b-a48a-df9e34434800,fe64031b-0ce1-4f1a-b0c6-ca7935dff6ac,progressing,2021-07-18 03:54:14,2021-07-23 03:54:14
f8f61ede-987a-4185-9411-b13f6251321e,fe64031b-0ce1-4f1a-b0c6-ca7935dff6ac,focus,2021-07-23 03:54:14,2021-09-05 03:54:14
56a6deb9-6699-4e68-8120-ce4c085b63d7,c71773c2-0a33-4650-a729-1c95a581d72a,qualifying,2022-07-09 03:54:14,2022-07-14 03:54:14
3444ee95-87f8-4df3-ba2f-468488a24d34,c71773c2-0a33-4650-a729-1c95a581d72a,validating,2022-07-14 03:54:14,2022-07-27 03:54:14
d64a159f-7b91-4dcc-9946-b490b05480e9,c71773c2-0a33-4650-a729-1c95a581d72a,progressing,2022-07-27 03:54:14,2022-09-22 03:54:14
a9fca28f-c318-4aff-bb17-75f5cf4ecbfc,190c4a20-dc36-4bf7-97e0-0a3ae7d4d215,qualifying,2023-09-21 03:54:14,2023-09-26 03:54:14
336a545d-0099-4cbb-8988-8eee918a3dd3,190c4a20-dc36-4bf7-97e0-0a3ae7d4d215,validating,2023-09-26 03:54:14,2023-10-11 03:54:14
0b9a175a-e60d-41b2-b267-a30182828513,190c4a20-dc36-4bf7-97e0-0a3ae7d4d215,progressing,2023-10-11 03:54:14,2023-11-01 03:54:14
fb9d596f-5bfe-4baf-8bd4-36686bcd6b92,190c4a20-dc36-4bf7-97e0-0a3ae7d4d215,focus,2023-11-01 03:54:14,2023-11-16 03:54:14
ded42f10-8582-4be4-bbac-6bf66b87afeb,0331917f-bc7e-47f5-b082-dacb2c36609a,qualifying,2025-09-19 03:54:14,2025-10-01 03:54:14
77fc89f8-4d0a-4536-96c3-9aa749a182b1,0331917f-bc7e-47f5-b082-dacb2c36609a,validating,2025-10-01 03:54:14,2025-10-08 03:54:14
10d00148-1beb-4b35-bbf8-32db73206404,0331917f-bc7e-47f5-b082-dacb2c36609a,progressing,2025-10-08 03:54:14,2025-10-27 03:54:14
db6387d6-1dfa-472d-9538-b6a70738e11b,0331917f-bc7e-47f5-b082-dacb2c36609a,focus,2025-10-27 03:54:14,2025-11-08 03:54:14
a8eb7fe2-e4cd-47de-9bfa-4b07d20cb6e3,0331917f-bc7e-47f5-b082-dacb2c36609a,negotiating,2025-11-08 03:54:14,2025-12-09 03:54:14
6451486b-73f2-4bc1-a977-8a6ca73a059e,d41c9775-9629-4e5a-97c9-79585144d821,qualifying,2026-01-08 03:54:14,2026-01-14 03:54:14
2be99a41-5111-4ce4-9293-387833831791,d41c9775-9629-4e5a-97c9-79585144d821,validating,2026-01-14 03:54:14,2026-01-29 03:54:14
9a2430fc-74a9-4aac-95ed-5d81b7ba0d1a,d41c9775-9629-4e5a-97c9-79585144d821,progressing,2026-01-29 03:54:14,2026-04-02 03:54:14
5d91629c-9215-4a7c-b84f-1d120847b4d9,3e89d1cc-9feb-4170-b642-97053fc9f787,qualifying,2026-02-09 03:54:14,2026-02-15 03:54:14
9d21ce48-5205-4f38-8646-6d8ec6423c98,3e89d1cc-9feb-4170-b642-97053fc9f787,validating,2026-02-15 03:54:14,2026-03-10 03:54:14
fcfd992a-0009-4b12-9117-94cf214625b5,3e89d1cc-9feb-4170-b642-97053fc9f787,progressing,2026-03-10 03:54:14,2026-04-25 03:54:14
2b5dbbfa-cb9b-4077-a398-248dcf9bf626,7b59ef32-1a99-4564-9410-a323f2ca668c,qualifying,2018-06-16 03:54:14,2018-06-29 03:54:14
c922141c-20a6-4429-b4e0-2d62e4664e54,7b59ef32-1a99-4564-9410-a323f2ca668c,validating,2018-06-29 03:54:14,2018-07-25 03:54:14
b41647c0-897c-4a34-9515-4b4fc58daa4c,7b59ef32-1a99-4564-9410-a323f2ca668c,progressing,2018-07-25 03:54:14,2018-08-10 03:54:14
7285945e-959d-4d55-88b2-c943a318c7bc,7b59ef32-1a99-4564-9410-a323f2ca668c,focus,2018-08-10 03:54:14,2018-08-21 03:54:14
1cf35aae-d62d-42e1-a515-b9fe2ccb11c2,7b59ef32-1a99-4564-9410-a323f2ca668c,negotiating,2018-08-21 03:54:14,2018-08-24 03:54:14
efae8afb-2b1f-4cb7-b372-cf58aac71f0c,5cff7a48-26c2-49a0-bd09-a502c873c925,qualifying,2019-08-19 03:54:14,2019-08-23 03:54:14
11dd62e7-7e4d-41f3-896b-7584da006b6c,5cff7a48-26c2-49a0-bd09-a502c873c925,validating,2019-08-23 03:54:14,2019-09-10 03:54:14
e65782bb-0d8e-442a-aa1c-d11f27e97c72,5cff7a48-26c2-49a0-bd09-a502c873c925,progressing,2019-09-10 03:54:14,2019-10-01 03:54:14
cfc31b6f-b8f2-4bad-af78-0a7814604e76,5cff7a48-26c2-49a0-bd09-a502c873c925,focus,2019-10-01 03:54:14,2019-10-10 03:54:14
00062877-79ec-4e49-a0e0-0f71d445a57b,5cff7a48-26c2-49a0-bd09-a502c873c925,negotiating,2019-10-10 03:54:14,2019-10-31 03:54:14
2cd4c1f7-7447-4d33-bd44-52345d338fbf,102d4a50-d70e-4eff-b853-6e543a717c25,qualifying,2019-11-26 03:54:14,2019-12-06 03:54:14
4dc1931b-8edc-4393-a469-53353dc25c14,102d4a50-d70e-4eff-b853-6e543a717c25,validating,2019-12-06 03:54:14,2020-01-02 03:54:14
2dc94e13-3e65-40d2-9186-e55368cf5c0f,102d4a50-d70e-4eff-b853-6e543a717c25,progressing,2020-01-02 03:54:14,2020-01-20 03:54:14
526bcb7c-b0a6-4533-980f-5b7a3b05376d,102d4a50-d70e-4eff-b853-6e543a717c25,focus,2020-01-20 03:54:14,2020-02-03 03:54:14
8605075e-6e3e-4b81-b379-a0b5eb263396,102d4a50-d70e-4eff-b853-6e543a717c25,negotiating,2020-02-03 03:54:14,2020-01-16 03:54:14
e22b68ee-9f9f-45c3-9919-3ee50768eb1b,0845b02b-7322-4efb-973c-5464b89c223c,qualifying,2021-01-20 03:54:14,2021-01-30 03:54:14
d993485b-c27f-4e62-9e14-f7ffa2868f43,0845b02b-7322-4efb-973c-5464b89c223c,validating,2021-01-30 03:54:14,2021-02-18 03:54:14
80c06520-5508-4e72-9ab9-bb80296c4411,0845b02b-7322-4efb-973c-5464b89c223c,progressing,2021-02-18 03:54:14,2021-03-07 03:54:14
123017af-6d36-4541-b23e-2f40d31afba2,0845b02b-7322-4efb-973c-5464b89c223c,focus,2021-03-07 03:54:14,2021-03-16 03:54:14
0e89f02c-2e60-461b-8bf8-4dc43d827770,98771e5c-4484-41f3-bb78-620341757b2f,qualifying,2021-07-17 03:54:14,2021-07-28 03:54:14
1f46a07f-aebe-4e8d-ae2a-8c638eeba884,98771e5c-4484-41f3-bb78-620341757b2f,validating,2021-07-28 03:54:14,2021-08-16 03:54:14
6c838a47-a186-4695-a541-f6d7125fa769,98771e5c-4484-41f3-bb78-620341757b2f,progressing,2021-08-16 03:54:14,2021-09-04 03:54:14
c36834d9-0b92-472b-83a4-9bb2c44212bb,98771e5c-4484-41f3-bb78-620341757b2f,focus,2021-09-04 03:54:14,2021-08-29 03:54:14
94c973d7-6e52-45bc-addf-492408008b89,670ed243-6f15-4c45-a2dd-be8bc52e5edd,qualifying,2023-02-12 03:54:14,2023-02-22 03:54:14
a4dd5de8-d827-4f1c-9fba-ccca171c0177,670ed243-6f15-4c45-a2dd-be8bc52e5edd,validating,2023-02-22 03:54:14,2023-03-14 03:54:14
718c7c08-0672-4752-ba8b-cd9b36c5dd8d,670ed243-6f15-4c45-a2dd-be8bc52e5edd,progressing,2023-03-14 03:54:14,2023-03-23 03:54:14
333b0cc9-cca8-494e-b7a9-39c6ddf32e2c,daf22052-c03f-4be8-951a-9d574f0d5cd9,qualifying,2024-03-29 03:54:14,2024-04-03 03:54:14
7df22ae3-3bb6-4616-9973-ba0d042452eb,daf22052-c03f-4be8-951a-9d574f0d5cd9,validating,2024-04-03 03:54:14,2024-04-24 03:54:14
50b24edc-0a11-4a05-8c22-65745e33e364,daf22052-c03f-4be8-951a-9d574f0d5cd9,progressing,2024-04-24 03:54:14,2024-04-25 03:54:14
7a4896f8-7b20-4f30-a96a-02e71bb6d05c,fc6a7efe-29f3-4959-9102-2c3c293ce4dc,qualifying,2025-05-29 03:54:14,2025-06-06 03:54:14
9106114b-7264-4fc8-a8ad-c16fc7e44c16,fc6a7efe-29f3-4959-9102-2c3c293ce4dc,validating,2025-06-06 03:54:14,2025-06-25 03:54:14
eb841e48-c3a5-4e09-8cb6-5d78ac47aed2,fc6a7efe-29f3-4959-9102-2c3c293ce4dc,progressing,2025-06-25 03:54:14,2025-08-12 03:54:14
e17134f8-3f6b-4d5b-ab75-97e849c07675,ca897e3f-b62a-45f6-ba72-89f6638c11df,qualifying,2025-11-23 03:54:14,2025-11-28 03:54:14
152aae8d-6de8-4014-8ee5-82c04b4a38ff,ca897e3f-b62a-45f6-ba72-89f6638c11df,validating,2025-11-28 03:54:14,2025-12-10 03:54:14
2d6c1d25-7e12-4f96-908a-60a6eba56182,ca897e3f-b62a-45f6-ba72-89f6638c11df,progressing,2025-12-10 03:54:14,2025-12-16 03:54:14
f95c139a-2a78-4b5b-9880-07fd6b893e11,ca897e3f-b62a-45f6-ba72-89f6638c11df,focus,2025-12-16 03:54:14,2026-01-03 03:54:14
35c6e507-4091-4bd1-8ce8-6aae18a2b7fd,ca897e3f-b62a-45f6-ba72-89f6638c11df,negotiating,2026-01-03 03:54:14,2026-02-08 03:54:14
f77c7587-0207-4cfd-b73c-2227fcf0d1ac,9fd340c2-3377-48a7-82e7-ac40d1849e87,qualifying,2026-02-15 03:54:14,2026-02-26 03:54:14
57e4ea43-28f7-4f55-b0f9-a3494259e293,9fd340c2-3377-48a7-82e7-ac40d1849e87,validating,2026-02-26 03:54:14,2026-03-16 03:54:14
88727559-355c-46f7-b789-eaabda89fa9b,9fd340c2-3377-48a7-82e7-ac40d1849e87,progressing,2026-03-16 03:54:14,2026-04-06 03:54:14
4a950bf3-9eb0-42b1-9817-a44949a3c7fe,9fd340c2-3377-48a7-82e7-ac40d1849e87,focus,2026-04-06 03:54:14,2026-03-31 03:54:14
caaff41f-d144-40f9-b279-76e3cfea917e,ff5ba50a-2020-4332-9f7d-4de0abe5b026,qualifying,2018-04-18 03:54:14,2018-04-28 03:54:14
dde21fa2-0402-4465-891d-a3e7fa017723,ff5ba50a-2020-4332-9f7d-4de0abe5b026,validating,2018-04-28 03:54:14,2018-05-19 03:54:14
ab1efa9e-fbb1-4ac6-bb15-3ecb6fa21b79,ff5ba50a-2020-4332-9f7d-4de0abe5b026,progressing,2018-05-19 03:54:14,2018-06-04 03:54:14
804a1b25-8ca6-4394-85c8-293866d253c6,ff5ba50a-2020-4332-9f7d-4de0abe5b026,focus,2018-06-04 03:54:14,2018-06-12 03:54:14
cb6bb616-7563-4c2f-97b1-4298536b6dbe,ff5ba50a-2020-4332-9f7d-4de0abe5b026,negotiating,2018-06-12 03:54:14,2018-06-24 03:54:14
259a1965-0ffe-4453-bbde-911700d19fcb,eae884e4-16a9-4b87-ba3f-b66c3763db45,qualifying,2019-01-12 03:54:14,2019-01-26 03:54:14
db156705-4c36-4a6a-ba84-50107cb64071,eae884e4-16a9-4b87-ba3f-b66c3763db45,validating,2019-01-26 03:54:14,2019-02-02 03:54:14
57d4289b-5bb2-452b-aba7-b15a2384c36d,eae884e4-16a9-4b87-ba3f-b66c3763db45,progressing,2019-02-02 03:54:14,2019-02-19 03:54:14
41af3c1a-b162-46d0-a51b-68479907e7c2,eae884e4-16a9-4b87-ba3f-b66c3763db45,focus,2019-02-19 03:54:14,2019-02-28 03:54:14
3e642d72-97ae-45c1-9af6-0866b118dc94,e96fb4cc-ca30-4bd9-9bdb-7f29aab98e74,qualifying,2019-10-23 03:54:14,2019-10-29 03:54:14
9b99ece7-7b2f-451e-ab2e-dd40fc70c099,e96fb4cc-ca30-4bd9-9bdb-7f29aab98e74,validating,2019-10-29 03:54:14,2019-11-10 03:54:14
fb68518a-823f-4ae6-b061-553bf59bd2cf,e96fb4cc-ca30-4bd9-9bdb-7f29aab98e74,progressing,2019-11-10 03:54:14,2019-11-21 03:54:14
32207d27-ca5c-4c49-9805-867c419ecdef,e96fb4cc-ca30-4bd9-9bdb-7f29aab98e74,focus,2019-11-21 03:54:14,2019-12-12 03:54:14
c8ca017e-cbb1-47c4-bc90-7bf463771557,d8910ae1-b95d-4f2c-ba81-cd5e1dbda966,qualifying,2021-03-15 03:54:14,2021-03-22 03:54:14
18d18eed-5897-45f0-8699-9972bdfbeeaa,d8910ae1-b95d-4f2c-ba81-cd5e1dbda966,validating,2021-03-22 03:54:14,2021-03-29 03:54:14
