id,company_id,deal_id,call_date,duration_min,phase,type,notes
cbfe83d0-e07b-49c2-a80d-e13f38380097,7f7579e0-1d96-4e7a-8ef2-3321c2127d2e,7c66fc91-1056-40c5-af84-4746d117064b,2025-03-03,30,pre_sale,discovery,
2788a985-1619-4e31-9d6e-5573b7ce27e5,7f7579e0-1d96-4e7a-8ef2-3321c2127d2e,7c66fc91-1056-40c5-af84-4746d117064b,2025-03-13,90,pre_sale,evaluation,
88cc1a20-4ad6-45fe-bec3-e3d61178c830,7f7579e0-1d96-4e7a-8ef2-3321c2127d2e,7c66fc91-1056-40c5-af84-4746d117064b,2025-03-18,45,pre_sale,demo,
1532d2f8-4461-4628-a77b-338f8425cadd,7f7579e0-1d96-4e7a-8ef2-3321c2127d2e,7c66fc91-1056-40c5-af84-4746d117064b,2025-03-26,60,pre_sale,demo,
2cbcbd8b-e4bf-46a9-b97b-cddc441e53f5,72b9e403-0ea5-4989-9d21-6237a1e94045,776ec0ba-c97d-4ffe-bdcf-2583fa373c7d,2025-10-09,45,pre_sale,discovery,
2e3270d5-10f0-4391-9019-c2826efa8843,72b9e403-0ea5-4989-9d21-6237a1e94045,776ec0ba-c97d-4ffe-bdcf-2583fa373c7d,2025-10-15,30,pre_sale,discovery,
08bee244-f8f8-439b-93be-65ea7e388b2f,72b9e403-0ea5-4989-9d21-6237a1e94045,776ec0ba-c97d-4ffe-bdcf-2583fa373c7d,2025-10-26,30,pre_sale,negotiation,
13911242-30b6-44a1-9a78-d5067398ecf4,d7aa65dc-bc40-4e8e-9401-dd077b5094d5,37b7b7ab-cb78-404f-bfb3-e8aaa7e36656,2026-01-30,90,pre_sale,discovery,
cdffa3ae-4d21-4b3a-843d-657483da55f2,d7aa65dc-bc40-4e8e-9401-dd077b5094d5,37b7b7ab-cb78-404f-bfb3-e8aaa7e36656,2026-02-10,90,pre_sale,discovery,
75e3d06f-05f8-4061-9fec-c70a93a39e1a,d7aa65dc-bc40-4e8e-9401-dd077b5094d5,37b7b7ab-cb78-404f-bfb3-e8aaa7e36656,2026-02-26,30,pre_sale,demo,
0c60b05e-1dea-4eb1-a448-75387243807f,ad59dbc2-d414-45b9-8368-35937435f8be,2e32a813-2111-480b-a7a9-fc6159f7ddd8,2022-05-30,30,pre_sale,evaluation,
8a30f7d7-608c-4a0e-a13b-4b246bffb7a0,ad59dbc2-d414-45b9-8368-35937435f8be,2e32a813-2111-480b-a7a9-fc6159f7ddd8,2022-06-10,30,pre_sale,discovery,
5578656c-67f6-4d37-a81f-5c2e8b873991,ad59dbc2-d414-45b9-8368-35937435f8be,2e32a813-2111-480b-a7a9-fc6159f7ddd8,2022-06-24,45,pre_sale,demo,
668d87ec-c7b7-44a4-baaa-c8db513d1213,a87c772b-087d-4f2c-b123-05df9b0d68fb,523bac4c-bece-40aa-ab54-a77d17245e0d,2023-02-26,45,pre_sale,evaluation,
56a46bfc-214f-4270-835e-73efceb3c73b,a87c772b-087d-4f2c-b123-05df9b0d68fb,523bac4c-bece-40aa-ab54-a77d17245e0d,2023-03-08,90,pre_sale,demo,
8c29c1ec-400c-46ac-a719-5036de357ff0,a87c772b-087d-4f2c-b123-05df9b0d68fb,523bac4c-bece-40aa-ab54-a77d17245e0d,2023-03-19,90,pre_sale,discovery,
a1a3ae15-83df-4cd4-9310-bac0a885cf9c,a87c772b-087d-4f2c-b123-05df9b0d68fb,523bac4c-bece-40aa-ab54-a77d17245e0d,2023-03-30,60,pre_sale,discovery,
d0a843bb-9a50-4c45-bdfa-4b25f01efee3,c58707dd-8596-4a54-b2b6-a96405b8ccbc,44f112a6-ce00-4a5d-9755-46be891e9320,2024-03-26,60,pre_sale,discovery,
67883ee3-1a2b-49cc-8781-a3ee432716a8,c58707dd-8596-4a54-b2b6-a96405b8ccbc,44f112a6-ce00-4a5d-9755-46be891e9320,2024-04-02,90,pre_sale,discovery,
4d348c7e-2342-40ac-8bc2-2a15a815417b,c58707dd-8596-4a54-b2b6-a96405b8ccbc,44f112a6-ce00-4a5d-9755-46be891e9320,2024-04-08,45,pre_sale,demo,
f0f03721-2289-40b5-a0e5-92ceaf87077a,c58707dd-8596-4a54-b2b6-a96405b8ccbc,44f112a6-ce00-4a5d-9755-46be891e9320,2024-04-23,90,pre_sale,evaluation,
92724e42-70b9-47b8-8d14-215458eb68bd,60def4d7-a92e-4943-96a8-e563c8ef5abb,ee000bad-aafe-4905-8d72-4762e85ff977,2025-02-27,30,pre_sale,discovery,
cd315454-9d8a-432b-9df7-8def73afb79a,60def4d7-a92e-4943-96a8-e563c8ef5abb,ee000bad-aafe-4905-8d72-4762e85ff977,2025-03-16,30,pre_sale,evaluation,
6b8fc758-102e-49b9-a018-678c8b45c559,60def4d7-a92e-4943-96a8-e563c8ef5abb,ee000bad-aafe-4905-8d72-4762e85ff977,2025-03-24,60,pre_sale,demo,
0fa5939a-7573-4705-ae84-28a021e2ada8,7a7c719f-2682-4ece-8b37-e1347c657a1f,4ac86c9b-e748-4fe6-9d83-b1de36526a2d,2025-11-14,60,pre_sale,discovery,
74be0555-2257-40fd-876c-2420bf4acb29,7a7c719f-2682-4ece-8b37-e1347c657a1f,4ac86c9b-e748-4fe6-9d83-b1de36526a2d,2025-11-29,45,pre_sale,discovery,
21ef3be7-d5ef-4486-855b-15ac5bdf7ec3,7a7c719f-2682-4ece-8b37-e1347c657a1f,4ac86c9b-e748-4fe6-9d83-b1de36526a2d,2025-12-17,60,pre_sale,discovery,
a5da3cbe-2146-4eb1-b706-238fa7a20d0b,74c838fc-3911-4e59-b0e8-7ede5f03599a,ab3995c2-5609-4237-86d2-5ed7a9164ffd,2026-02-28,45,pre_sale,demo,
c43d5f47-6c8e-40fb-8cc4-92b39b84f437,74c838fc-3911-4e59-b0e8-7ede5f03599a,ab3995c2-5609-4237-86d2-5ed7a9164ffd,2026-03-05,30,pre_sale,demo,
79e3acab-5904-4504-9980-964ffb18a17d,5f8e2576-c80f-47d5-8e13-21101c9b2a6e,484c1866-544e-482d-9a56-4fd5106f9069,2022-04-27,30,pre_sale,discovery,
eb82612d-4b52-4cc7-a64f-07b5b558575d,5f8e2576-c80f-47d5-8e13-21101c9b2a6e,484c1866-544e-482d-9a56-4fd5106f9069,2022-05-07,45,pre_sale,demo,
d3bae477-93f9-45a6-8831-2dffa40b1cb0,5f8e2576-c80f-47d5-8e13-21101c9b2a6e,484c1866-544e-482d-9a56-4fd5106f9069,2022-05-21,45,pre_sale,demo,
32e38d46-b4ea-4bf5-bd74-e192bbd51d9c,78a5dd78-c41b-4644-ab6e-e1aee1f1a8d7,c6498216-f05e-4ced-a827-62e1698059fc,2022-06-02,60,pre_sale,discovery,
a82dd3d4-7538-412d-bbfd-9f6899d1de1d,78a5dd78-c41b-4644-ab6e-e1aee1f1a8d7,c6498216-f05e-4ced-a827-62e1698059fc,2022-06-13,60,pre_sale,discovery,
e4e8518e-bb0e-493c-8836-65080af0de4b,78a5dd78-c41b-4644-ab6e-e1aee1f1a8d7,c6498216-f05e-4ced-a827-62e1698059fc,2022-06-26,90,pre_sale,discovery,
d8bfdb37-6f8f-4e7f-b448-f4b7148c5188,3af3362b-9786-49e0-9a1e-7d81bb0ab7fb,14488032-372d-46a3-a379-67a98b5c1463,2023-09-30,30,pre_sale,demo,
d9e28b70-4790-4228-8b08-a50f9085bd4a,3af3362b-9786-49e0-9a1e-7d81bb0ab7fb,14488032-372d-46a3-a379-67a98b5c1463,2023-10-09,45,pre_sale,discovery,
1b627e24-33ee-4f3a-8968-bfd54b1ec876,3af3362b-9786-49e0-9a1e-7d81bb0ab7fb,14488032-372d-46a3-a379-67a98b5c1463,2023-10-23,90,pre_sale,evaluation,
9c6a8192-d135-4cc7-afe9-2868360794f3,b237d6f6-7a03-446f-aaac-e681084fc83c,a8ba86f7-ebc0-4b8c-a515-54ea904aa253,2024-09-29,60,pre_sale,evaluation,
d8b39a96-80ad-41fd-a258-98feb8b27c39,b237d6f6-7a03-446f-aaac-e681084fc83c,a8ba86f7-ebc0-4b8c-a515-54ea904aa253,2024-10-12,60,pre_sale,discovery,
4e5514dd-f2ac-4fd8-8627-085ac2953963,b237d6f6-7a03-446f-aaac-e681084fc83c,a8ba86f7-ebc0-4b8c-a515-54ea904aa253,2024-10-26,90,pre_sale,discovery,
502d3a8a-b772-4695-a66c-a7a478d2ce80,3c4dafae-2b02-46f0-b732-572bdb1c4a0c,95807aa2-569b-4de4-af5d-275d1699eb2a,2026-01-10,45,pre_sale,demo,
a2dc7f07-75f7-473d-beba-f29c30bca94e,3c4dafae-2b02-46f0-b732-572bdb1c4a0c,95807aa2-569b-4de4-af5d-275d1699eb2a,2026-01-19,90,pre_sale,discovery,
62c0cea9-e73b-4f00-b920-324760083e24,3c4dafae-2b02-46f0-b732-572bdb1c4a0c,95807aa2-569b-4de4-af5d-275d1699eb2a,2026-02-01,30,pre_sale,evaluation,
8b8402fe-610f-45e6-9455-270855cf0864,dc044c4f-ebc5-42c7-9235-024c96c6100a,1ca8e514-c5e3-4ccc-b234-119d585aad7b,2026-01-27,30,pre_sale,discovery,
9d70068b-9a03-4261-a8ea-8ba47c4d46f8,dc044c4f-ebc5-42c7-9235-024c96c6100a,1ca8e514-c5e3-4ccc-b234-119d585aad7b,2026-02-02,45,pre_sale,discovery,
9eb3c53c-7ce0-4c59-968c-5f6c9ac7af8a,dc044c4f-ebc5-42c7-9235-024c96c6100a,1ca8e514-c5e3-4ccc-b234-119d585aad7b,2026-02-16,45,pre_sale,discovery,
7d03f5b8-0b1e-49e9-a70e-cc54919ca1c5,ab8f65d5-12c7-4f37-9387-550aa68e4f21,971ef5a4-a296-4b56-825a-873ca4f77e01,2022-04-05,60,pre_sale,discovery,
68c85267-57ee-42ea-8da3-d48d9cc17703,ab8f65d5-12c7-4f37-9387-550aa68e4f21,971ef5a4-a296-4b56-825a-873ca4f77e01,2022-04-17,60,pre_sale,demo,
260a674b-cdd6-4352-96bc-f6b4c13e0883,ab8f65d5-12c7-4f37-9387-550aa68e4f21,971ef5a4-a296-4b56-825a-873ca4f77e01,2022-04-30,90,pre_sale,discovery,
d730d4e9-1782-4471-8d75-fb4b4ec34ebc,ab8f65d5-12c7-4f37-9387-550aa68e4f21,971ef5a4-a296-4b56-825a-873ca4f77e01,2022-05-16,30,pre_sale,evaluation,
d2cc5cd9-f841-46a4-b11b-1a2966084465,ab8f65d5-12c7-4f37-9387-550aa68e4f21,971ef5a4-a296-4b56-825a-873ca4f77e01,2022-05-27,30,pre_sale,negotiation,
cf822a5b-b47b-43fa-86b6-95cc70ce288d,33eaa375-b9a6-443b-ab08-fc34cc41971a,9333b390-c001-48c4-b62b-406287ff5ed9,2022-09-11,30,pre_sale,discovery,
3df015f7-ffe6-4796-99a3-70b6282ee172,33eaa375-b9a6-443b-ab08-fc34cc41971a,9333b390-c001-48c4-b62b-406287ff5ed9,2022-09-24,30,pre_sale,negotiation,
12df7bf1-4d76-471b-84c4-ace4f1b5bae2,33eaa375-b9a6-443b-ab08-fc34cc41971a,9333b390-c001-48c4-b62b-406287ff5ed9,2022-10-11,60,pre_sale,discovery,
17513023-353c-4038-aec9-67279a2e293b,c99571cb-96ec-443a-af64-184a404dfb99,2c6be004-48c3-427a-9126-91975fed450b,2024-03-27,90,pre_sale,discovery,
bed1c82a-26a3-40b2-905b-c0976b3c94e8,c99571cb-96ec-443a-af64-184a404dfb99,2c6be004-48c3-427a-9126-91975fed450b,2024-04-11,30,pre_sale,demo,
aa4a43fd-a5c8-4f56-ad01-4767b57d8070,36fc29c7-838f-41c6-ad2b-267439761c81,bfb913bb-80ee-4933-bb1b-609b4bdd5826,2025-02-12,60,pre_sale,evaluation,
faf64850-1db5-4a09-bfb0-ba8d58c73aee,36fc29c7-838f-41c6-ad2b-267439761c81,bfb913bb-80ee-4933-bb1b-609b4bdd5826,2025-02-24,45,pre_sale,demo,
648748a1-fe0d-4099-b5b4-24e6d9641131,36fc29c7-838f-41c6-ad2b-267439761c81,bfb913bb-80ee-4933-bb1b-609b4bdd5826,2025-03-14,45,pre_sale,negotiation,
e439969f-e68e-4bed-b9b7-0d71a8f5ad71,545370c8-83af-4b21-babb-064a48591cb8,ca7dfec2-d57b-4c92-a169-0e1d0c92748d,2025-12-08,45,pre_sale,demo,
dc94b0f2-cf0b-4c37-a664-932f2384e954,545370c8-83af-4b21-babb-064a48591cb8,ca7dfec2-d57b-4c92-a169-0e1d0c92748d,2025-12-13,30,pre_sale,demo,
99677d35-efaa-404d-93a4-e5fc8a296820,545370c8-83af-4b21-babb-064a48591cb8,ca7dfec2-d57b-4c92-a169-0e1d0c92748d,2025-12-31,30,pre_sale,discovery,
3394a237-0d24-4d28-a881-864b74c43582,545370c8-83af-4b21-babb-064a48591cb8,ca7dfec2-d57b-4c92-a169-0e1d0c92748d,2026-01-05,45,pre_sale,negotiation,
5ddefa7a-5b35-495f-8fd1-6d26724c2b77,9376d1ea-2600-40cc-99fb-35300bcdea39,93cf4753-7a35-4773-805b-cf1fe87ed3a0,2026-01-19,30,pre_sale,discovery,
74563a2e-e05d-4d32-9ed9-1d4df794014e,9376d1ea-2600-40cc-99fb-35300bcdea39,93cf4753-7a35-4773-805b-cf1fe87ed3a0,2026-01-24,30,pre_sale,evaluation,
a5ed0295-4803-471b-9ffa-8c860433474a,9376d1ea-2600-40cc-99fb-35300bcdea39,93cf4753-7a35-4773-805b-cf1fe87ed3a0,2026-02-01,90,pre_sale,evaluation,
983c152d-a1b0-4a27-9f7d-d769c9bfbdd1,9376d1ea-2600-40cc-99fb-35300bcdea39,93cf4753-7a35-4773-805b-cf1fe87ed3a0,2026-02-10,30,pre_sale,demo,
35d23b1e-a9d7-4efc-8f7f-47c12e16d2a5,9376d1ea-2600-40cc-99fb-35300bcdea39,93cf4753-7a35-4773-805b-cf1fe87ed3a0,2026-02-16,90,pre_sale,demo,
3a7bc223-9c4b-4980-adff-ff977108367b,7da3ae35-1e83-48f0-8630-a17180b5ea79,c04fdcc4-90d8-4935-a5f6-4d67dba8dca5,2022-05-21,90,pre_sale,discovery,
4aac37b5-abd9-4b8d-acbf-f3711b33d5ed,7da3ae35-1e83-48f0-8630-a17180b5ea79,c04fdcc4-90d8-4935-a5f6-4d67dba8dca5,2022-06-08,60,pre_sale,discovery,
34f069e3-4c0c-44e2-b551-96a07b4d176b,7da3ae35-1e83-48f0-8630-a17180b5ea79,c04fdcc4-90d8-4935-a5f6-4d67dba8dca5,2022-06-26,30,pre_sale,evaluation,
2e0f9336-45af-443e-ae5a-eaf9911c650b,b7b4bc02-3f4b-4df4-ae4c-b4fddbddbf5d,409bb3eb-698b-4c12-a61a-0e99e8939762,2022-11-25,45,pre_sale,negotiation,
21b8752b-e082-4082-92c3-e26a2c1d7beb,b7b4bc02-3f4b-4df4-ae4c-b4fddbddbf5d,409bb3eb-698b-4c12-a61a-0e99e8939762,2022-12-03,90,pre_sale,demo,
caf09371-6bbc-4493-b067-f214913d8b0e,b7b4bc02-3f4b-4df4-ae4c-b4fddbddbf5d,409bb3eb-698b-4c12-a61a-0e99e8939762,2022-12-16,45,pre_sale,discovery,
85cb9a04-ef29-4186-95bf-a9c1d9affe5d,b7b4bc02-3f4b-4df4-ae4c-b4fddbddbf5d,409bb3eb-698b-4c12-a61a-0e99e8939762,2022-12-28,60,pre_sale,evaluation,
8130ce41-5dd7-4ca1-a0d1-d13c19617c09,b7b4bc02-3f4b-4df4-ae4c-b4fddbddbf5d,409bb3eb-698b-4c12-a61a-0e99e8939762,2023-01-02,30,pre_sale,discovery,
b4eff822-962f-4aac-9b31-dcc34756afcd,2ffe5941-748e-4970-a913-f9e30e7d516b,2e0c21a0-fa9d-490a-b2c9-70f597e25442,2023-10-29,30,pre_sale,evaluation,
1849cf17-ab30-4041-8e65-39e66e644ad8,2ffe5941-748e-4970-a913-f9e30e7d516b,2e0c21a0-fa9d-490a-b2c9-70f597e25442,2023-11-06,60,pre_sale,discovery,
2cd7ec7f-db69-42c1-9d88-66674cbcb38a,2ffe5941-748e-4970-a913-f9e30e7d516b,2e0c21a0-fa9d-490a-b2c9-70f597e25442,2023-11-12,60,pre_sale,discovery,
6510d246-286e-4229-baed-daaa40dab641,2ffe5941-748e-4970-a913-f9e30e7d516b,2e0c21a0-fa9d-490a-b2c9-70f597e25442,2023-11-28,45,pre_sale,negotiation,
18caa03a-536e-4f32-8946-452b85cc4f58,2ffe5941-748e-4970-a913-f9e30e7d516b,2e0c21a0-fa9d-490a-b2c9-70f597e25442,2023-12-10,30,pre_sale,evaluation,
8a786a2d-ec2d-45fc-aeed-ff9a16d1ab7b,a5a64411-25a0-4070-aa61-15d827974c42,714d4b56-6ddf-4167-b105-fe3523647af3,2025-02-19,30,pre_sale,evaluation,
22f614cd-e01c-4b15-a2c7-0670727d7742,a5a64411-25a0-4070-aa61-15d827974c42,714d4b56-6ddf-4167-b105-fe3523647af3,2025-02-25,60,pre_sale,demo,
55d38ac1-f081-4992-922e-d7388af75f6a,a5a64411-25a0-4070-aa61-15d827974c42,714d4b56-6ddf-4167-b105-fe3523647af3,2025-03-09,90,pre_sale,negotiation,
b49059db-15dc-4ff8-9be4-8048fb68c699,da1df2ca-d326-4b37-8385-ff22a6d64d10,0905d376-b2e6-4c62-bf4b-69717d0e0751,2025-09-26,90,pre_sale,discovery,
f09e162d-d568-4e5a-8961-6959df0ceea6,da1df2ca-d326-4b37-8385-ff22a6d64d10,0905d376-b2e6-4c62-bf4b-69717d0e0751,2025-10-02,60,pre_sale,discovery,
2becff9f-09ee-4049-ade0-5f8e3f61cef7,da1df2ca-d326-4b37-8385-ff22a6d64d10,0905d376-b2e6-4c62-bf4b-69717d0e0751,2025-10-09,90,pre_sale,discovery,
ff94e60d-9183-44eb-8cb0-0a5def485a76,da1df2ca-d326-4b37-8385-ff22a6d64d10,0905d376-b2e6-4c62-bf4b-69717d0e0751,2025-10-23,45,pre_sale,demo,
819cf057-b7ba-4cc7-ab91-15a828cab3f1,da1df2ca-d326-4b37-8385-ff22a6d64d10,0905d376-b2e6-4c62-bf4b-69717d0e0751,2025-11-06,60,pre_sale,discovery,
c2bb3cd5-74b5-4e14-a121-e542b68d9ecf,00907667-7625-40f3-bf44-59f2290cb639,80ec43cb-6743-4442-b41b-cdf02afb06ca,2026-01-16,60,pre_sale,demo,
6d35687b-da9d-4676-8841-5750ddc1e9f4,00907667-7625-40f3-bf44-59f2290cb639,80ec43cb-6743-4442-b41b-cdf02afb06ca,2026-02-02,60,pre_sale,discovery,
475f90cd-97cc-4498-9fba-55265c852167,00907667-7625-40f3-bf44-59f2290cb639,80ec43cb-6743-4442-b41b-cdf02afb06ca,2026-02-17,45,pre_sale,demo,
44c8e813-d39e-40cf-ae2a-0501e45a736d,00907667-7625-40f3-bf44-59f2290cb639,80ec43cb-6743-4442-b41b-cdf02afb06ca,2026-02-26,90,pre_sale,demo,
fbee89de-2bfd-461f-9f0b-f3228677dc00,99827d34-ee7b-4fdc-8edf-70ce1e11d5c7,d265f791-cfcb-402d-8fa5-8defbacb142a,2022-05-22,45,pre_sale,demo,
086c1018-0ef1-45f7-a37c-bf2f6075aced,99827d34-ee7b-4fdc-8edf-70ce1e11d5c7,d265f791-cfcb-402d-8fa5-8defbacb142a,2022-06-09,30,pre_sale,discovery,
460aab5a-ed66-4a92-9a8f-2fc7f44f7de6,99827d34-ee7b-4fdc-8edf-70ce1e11d5c7,d265f791-cfcb-402d-8fa5-8defbacb142a,2022-06-27,45,pre_sale,demo,
cfbd8800-553b-4de2-ad27-26f5c6e371bf,99827d34-ee7b-4fdc-8edf-70ce1e11d5c7,d265f791-cfcb-402d-8fa5-8defbacb142a,2022-07-11,90,pre_sale,demo,
a9792f48-e30a-469f-8e57-fbc37c1566d7,99827d34-ee7b-4fdc-8edf-70ce1e11d5c7,d265f791-cfcb-402d-8fa5-8defbacb142a,2022-07-17,30,pre_sale,demo,
a65ee3ce-4afd-47ff-b57b-145012fa4297,860703b3-63c1-4846-92a6-40e0986abdeb,d3299e89-2136-4763-b3da-38cbacb8cfd9,2022-10-24,45,pre_sale,demo,
d2c4d7d6-1aea-49ca-9068-e8f2255a0052,860703b3-63c1-4846-92a6-40e0986abdeb,d3299e89-2136-4763-b3da-38cbacb8cfd9,2022-11-09,45,pre_sale,discovery,
c04fdceb-249d-41b4-af33-4a183f61a25f,860703b3-63c1-4846-92a6-40e0986abdeb,d3299e89-2136-4763-b3da-38cbacb8cfd9,2022-11-18,30,pre_sale,demo,
96c0fcbd-0539-4539-9878-53d1796258d1,860703b3-63c1-4846-92a6-40e0986abdeb,d3299e89-2136-4763-b3da-38cbacb8cfd9,2022-12-06,90,pre_sale,demo,
817409cf-87a5-4ba6-8455-a9c7deebb30d,860703b3-63c1-4846-92a6-40e0986abdeb,d3299e89-2136-4763-b3da-38cbacb8cfd9,2022-12-11,30,pre_sale,demo,
578d2e45-ce38-4977-aee2-909f5d6d3fed,6b87f226-e633-4f6f-b029-77ad9a99f8d8,8ed2f305-b0ca-40a5-aaec-a234bc4e9826,2023-08-21,90,pre_sale,evaluation,
d52cf322-2a23-483e-823b-169e4e7a6e63,6b87f226-e633-4f6f-b029-77ad9a99f8d8,8ed2f305-b0ca-40a5-aaec-a234bc4e9826,2023-09-02,60,pre_sale,evaluation,
b639d613-646a-417b-bd79-6c5e7e0e184d,6b87f226-e633-4f6f-b029-77ad9a99f8d8,8ed2f305-b0ca-40a5-aaec-a234bc4e9826,2023-09-12,45,pre_sale,discovery,
