id,company_id,owner_id,deal_type,status,stage,deal_value_usd,lost_reason,previous_deal_id,created_at,closed_at,follow_up_at
a8ba86f7-ebc0-4b8c-a515-54ea904aa253,b237d6f6-7a03-446f-aaac-e681084fc83c,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,18000,,,2024-09-27 01:33:40,2024-11-06 01:33:40,
95807aa2-569b-4de4-af5d-275d1699eb2a,3c4dafae-2b02-46f0-b732-572bdb1c4a0c,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,500,,,2026-01-06 01:33:40,2026-03-06 01:33:40,
1ca8e514-c5e3-4ccc-b234-119d585aad7b,dc044c4f-ebc5-42c7-9235-024c96c6100a,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,9600,,,2026-01-23 01:33:40,2026-02-21 01:33:40,
971ef5a4-a296-4b56-825a-873ca4f77e01,ab8f65d5-12c7-4f37-9387-550aa68e4f21,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,9600,,,2022-04-05 01:33:40,2022-06-17 01:33:40,
9333b390-c001-48c4-b62b-406287ff5ed9,33eaa375-b9a6-443b-ab08-fc34cc41971a,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,9600,,,2022-09-08 01:33:40,2022-11-27 01:33:40,
2c6be004-48c3-427a-9126-91975fed450b,c99571cb-96ec-443a-af64-184a404dfb99,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,500,,,2024-03-23 01:33:40,2024-04-17 01:33:40,
bfb913bb-80ee-4933-bb1b-609b4bdd5826,36fc29c7-838f-41c6-ad2b-267439761c81,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,500,,,2025-02-10 01:33:40,2025-03-17 01:33:40,
ca7dfec2-d57b-4c92-a169-0e1d0c92748d,545370c8-83af-4b21-babb-064a48591cb8,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,2400,,,2025-12-04 01:33:40,2026-01-21 01:33:40,
93cf4753-7a35-4773-805b-cf1fe87ed3a0,9376d1ea-2600-40cc-99fb-35300bcdea39,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,2400,,,2026-01-18 01:33:40,2026-02-24 01:33:40,
c04fdcc4-90d8-4935-a5f6-4d67dba8dca5,7da3ae35-1e83-48f0-8630-a17180b5ea79,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,2400,,,2022-05-18 01:33:40,2022-07-19 01:33:40,
409bb3eb-698b-4c12-a61a-0e99e8939762,b7b4bc02-3f4b-4df4-ae4c-b4fddbddbf5d,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,9600,,,2022-11-21 01:33:40,2023-01-14 01:33:40,
2e0c21a0-fa9d-490a-b2c9-70f597e25442,2ffe5941-748e-4970-a913-f9e30e7d516b,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,1200,,,2023-10-28 01:33:40,2024-01-20 01:33:40,
714d4b56-6ddf-4167-b105-fe3523647af3,a5a64411-25a0-4070-aa61-15d827974c42,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,2400,,,2025-02-16 01:33:40,2025-05-01 01:33:40,
0905d376-b2e6-4c62-bf4b-69717d0e0751,da1df2ca-d326-4b37-8385-ff22a6d64d10,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,9600,,,2025-09-24 01:33:40,2025-11-26 01:33:40,
80ec43cb-6743-4442-b41b-cdf02afb06ca,00907667-7625-40f3-bf44-59f2290cb639,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,36000,,,2026-01-14 01:33:40,2026-03-06 01:33:40,
d265f791-cfcb-402d-8fa5-8defbacb142a,99827d34-ee7b-4fdc-8edf-70ce1e11d5c7,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,9600,,,2022-05-19 01:33:40,2022-08-04 01:33:40,
d3299e89-2136-4763-b3da-38cbacb8cfd9,860703b3-63c1-4846-92a6-40e0986abdeb,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,4800,,,2022-10-21 01:33:40,2023-01-19 01:33:40,
8ed2f305-b0ca-40a5-aaec-a234bc4e9826,6b87f226-e633-4f6f-b029-77ad9a99f8d8,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,1200,,,2023-08-19 01:33:40,2023-11-06 01:33:40,
94f8864a-44b1-4b83-ae82-036476e85393,14dc0617-4327-4ebd-94a6-2b135362a054,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,2400,,,2025-03-02 01:33:40,2025-04-29 01:33:40,
0077f4dd-e32c-4ce4-bc85-1626a9c1ce7b,1abec931-02ad-45c4-8f3e-85349b04b19c,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,18000,,,2025-11-03 01:33:40,2026-01-30 01:33:40,
e048b28a-8854-4ad2-9015-637a74dc22fb,75907a9f-ce64-4f41-9f80-6a987ab34397,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,9600,,,2026-01-10 01:33:40,2026-02-04 01:33:40,
0a209afb-0ad6-4d56-837f-6830a8d8754a,40184e52-1dd6-40a9-b704-35b0db128b89,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,4800,,,2022-04-19 01:33:40,2022-05-14 01:33:40,
aa01350e-76b8-4e0c-b794-e742fd67470c,b62bc3f2-bec5-4a2e-91dd-b76b6ed8b4e7,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,2400,,,2022-09-10 01:33:40,2022-12-02 01:33:40,
be121028-7772-4bc5-a094-487d79261e19,4cfdfb43-307e-48c5-9cbe-60046bb8deae,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,500,,,2023-12-29 01:33:40,2024-03-02 01:33:40,
a077fc5b-23ca-4050-bef9-ae668f2d12de,45d69cb3-4a43-49d4-bff0-ed3388c9fca8,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,1200,,,2024-12-30 01:33:40,2025-02-18 01:33:40,
9d1e4476-301d-475e-81b4-48ee31b4887b,8442fa88-ca38-4931-9ddf-7f1387bf0a10,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,4800,,,2025-11-24 01:33:40,2026-02-05 01:33:40,
7c678acd-4fb2-4f64-a43c-aba4c634f24f,0dc27ac9-db4b-4974-891b-fc7ef6b303a7,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,1200,,,2026-01-26 01:33:40,2026-03-24 01:33:40,
7d0557e8-104c-43e4-b8d4-5100a28ba3c1,5cf4b301-61c4-46e8-baa7-317a3d766e46,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,9600,,,2022-04-26 01:33:40,2022-06-25 01:33:40,
86ba2130-db74-482d-9cc9-62ac39fedf6a,bc4469a5-90b6-4634-9dea-858bd6281208,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,500,,,2022-06-15 01:33:40,2022-09-05 01:33:40,
9c791864-fbde-4d61-8045-af6d7c9ff1b9,776942a0-a7db-41f3-9d83-a404cb9f5836,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,4800,,,2024-07-18 01:33:40,2024-10-08 01:33:40,
03fac8b4-fa5d-4fb2-954e-1a962a68cbba,e59666f9-c867-4d57-99b2-00eb837dfd98,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,1200,,,2025-04-27 01:33:40,2025-06-25 01:33:40,
ccca5c93-4dfb-4844-82b5-3bd32a80ff26,32a27c5c-7904-4ecf-99b5-d826f9c6376b,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,4800,,,2025-12-04 01:33:40,2026-02-28 01:33:40,
9f99b4ce-76e5-4042-9aed-e288d615d77a,350b3adf-2c2e-4e8b-8d9a-57f5bcd13fe9,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,36000,,,2026-01-12 01:33:40,2026-03-13 01:33:40,
d25cb9d2-96e4-4760-a9e0-11314db48f24,fa935132-3e3f-4eec-a817-adee0082e762,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,1200,,,2022-04-10 01:33:40,2022-06-07 01:33:40,
d630ccfb-5467-402a-b177-2a08310bff21,4401fea5-eeae-40c4-bd0f-4a403b27d45f,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,2400,,,2022-10-12 01:33:40,2022-11-07 01:33:40,
9d974868-3a81-4fde-ae98-627fcdc16638,0ac9ee30-e659-4fa9-b31c-47a742d3cf6b,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,4800,,,2023-08-04 01:33:40,2023-10-17 01:33:40,
e6fbeac6-ba5a-45be-90d8-25da99475baa,169a7cb4-f480-4aed-8514-3fab427fd0af,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,36000,,,2025-01-06 01:33:40,2025-02-21 01:33:40,
b5f34781-ad82-41e2-b97f-c4d29e6420ad,0b46baf5-22b9-4f5d-ac39-8613c306bcdd,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,60000,,,2025-12-16 01:33:40,2026-02-04 01:33:40,
4b017f25-11b5-4db7-8cfb-c7b64499f200,6299f443-f74b-4357-b8cf-8e00c3d5a5ab,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,4800,,,2026-03-02 01:33:40,2026-04-08 01:33:40,
27e97966-7d7e-47b5-8f69-7c16d5f5c6ec,b3044129-a930-4c22-990c-0e9f04f70927,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,60000,,,2022-05-13 01:33:40,2022-07-03 01:33:40,
bcec8bbc-7481-4e95-afae-69a4c6b47810,29ef7454-792b-4dfa-92d8-3e1e5d108c92,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,2400,,,2022-06-11 01:33:40,2022-08-01 01:33:40,
fa666430-f4fa-4582-a839-c08cfa18ddb5,d43ad944-5023-45f9-bd1a-4ed6137064e0,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,2400,,,2024-04-16 01:33:40,2024-07-02 01:33:40,
4f008017-bc00-466b-bfd2-82c8aa4abf96,13dc4530-53f5-4a37-886c-3f20ecb175a4,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,9600,,,2025-05-22 01:33:40,2025-08-12 01:33:40,
eb68b384-3f39-43cc-a5bf-26f8c35819a4,3684865f-e05b-452c-a990-253f738268bf,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,4800,,,2025-12-24 01:33:40,2026-02-18 01:33:40,
b6b31460-0ad5-4111-b954-319fbdd78d7c,4cdb2b9b-7903-4f67-8a61-4a94ec2c7b7f,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,500,,,2026-02-28 01:33:40,2026-05-13 01:33:40,
f6a31b99-e821-411d-a637-c52303901657,76c766cc-16bc-44d0-8248-0f472b219ba2,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,1200,,,2022-03-27 01:33:40,2022-05-16 01:33:40,
74287b16-a5d1-4099-a9f1-d423a5f13c3a,c9ec0d6f-a845-41a7-a975-ca55f0da710a,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,36000,,,2022-06-21 01:33:40,2022-09-09 01:33:40,
11626c7e-56a5-426b-929b-aac10ce67ebe,6ec2c760-eaf3-4825-96fb-ed3c1476dc5c,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,4800,,,2023-11-14 01:33:40,2024-01-26 01:33:40,
89dc6594-8ef7-4ba7-a2e8-f155eaa366aa,2cb54a7b-5292-4804-a333-583c45809bbf,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,4800,,,2024-11-19 01:33:40,2025-01-21 01:33:40,
de05109d-b8d2-4139-a77e-448e1015c885,5e297faa-7180-43a1-8373-f2412c6ae0b3,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,4800,,,2025-09-15 01:33:40,2025-11-28 01:33:40,
b5df963b-1353-475e-aecd-08d91b6e4876,f77c76f5-66dd-4b56-8432-2df89a1f09bb,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,4800,,,2026-01-29 01:33:40,2026-03-02 01:33:40,
a4a160f3-a5fb-4551-9340-619779fee5b9,d1a966ad-0c56-4678-bba6-a4a78a152c8c,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,36000,,,2022-05-16 01:33:40,2022-06-11 01:33:40,
287e3b01-2e1e-42a0-9381-601444b8bd8d,c1c1bb23-c89f-42f7-bf5a-37b1ec11ff16,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,2400,,,2022-09-12 01:33:40,2022-10-12 01:33:40,
bd5cc76d-0a60-4f1a-8b3d-b177001f3dcc,61b34ce7-1510-4dad-96cf-837972244e4a,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,1200,,,2024-05-29 01:33:40,2024-07-20 01:33:40,
e4d1af79-cd08-4c94-b563-7da469044d0a,01d3aff1-4dd1-4ab8-ba83-3e2b4b75f891,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,9600,,,2025-01-30 01:33:40,2025-04-11 01:33:40,
fb9232f8-f3ac-4783-8d6e-4bc50fe46eec,22cf1c51-1417-491b-9712-2a5c5bc65e06,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,2400,,,2025-10-02 01:33:40,2025-10-26 01:33:40,
ab472194-c55e-4598-8900-aabcbe974fab,06d399c3-c739-44a2-b6d8-4de6cd741e61,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,4800,,,2026-02-15 01:33:40,2026-04-17 01:33:40,
ebe15d98-8a37-4cfa-8117-d68962e858e8,a7a422d0-b750-4072-a973-d4c4bbab4deb,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,4800,,,2022-05-19 01:33:40,2022-07-25 01:33:40,
d1df39ac-f468-4557-81fe-29371fb71624,5a027e97-8a4b-4427-9524-e828d37632e0,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,4800,,,2022-09-18 01:33:40,2022-12-09 01:33:40,
bcae4958-a21b-4e0e-8923-a13ed85fbd8c,f9a60950-4d6f-4594-95bc-ebc76a5af061,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,9600,,,2024-04-08 01:33:40,2024-06-11 01:33:40,
cb66ccbc-6a81-4722-b433-8013b6e49fcf,c42ba9d7-8267-4db1-bae3-281e1ab08e34,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,4800,,,2025-06-01 01:33:40,2025-06-24 01:33:40,
c1b54941-1efd-442e-912e-c5842fdbcffc,43e0fef6-70f3-4ad4-9e1c-530d43b60448,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,1200,,,2025-10-03 01:33:40,2025-11-14 01:33:40,
d43d3b5c-8c2c-448c-84dc-610e7a0babbb,92575159-9256-4e72-8829-c53d361bdd92,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,1200,,,2026-01-28 01:33:40,2026-04-15 01:33:40,
397622ba-3cb9-4df7-b2b8-f39d235607f1,b7586c5e-8c05-468e-9757-49adf53238b8,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,36000,,,2022-03-16 01:33:40,2022-06-04 01:33:40,
348f1f20-8ab4-409c-89fc-b4d0b18962ad,c4b9e7b5-d678-465d-b40b-d539e1e5a33d,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,500,,,2022-07-01 01:33:40,2022-08-03 01:33:40,
de4abfa7-e20f-43b8-a524-f3923a14044e,380e4272-6d6f-40b5-a69c-6d64cb64b8d1,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,2400,,,2024-07-29 01:33:40,2024-10-07 01:33:40,
6b088a3d-e9dd-4b10-80c5-c6a00b4c6325,fbf70bf7-b808-4164-af24-8460500fa040,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,2400,,,2025-03-12 01:33:40,2025-04-13 01:33:40,
a5d43408-dd8d-48e2-b3c9-0b1f85a277c5,14eb250c-d1d0-486a-8a29-42b73e5334d6,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,1200,,,2025-10-21 01:33:40,2026-01-05 01:33:40,
a737ea4c-8c70-46d9-a92a-39be994fe220,8fc680b5-dda6-4499-a2bf-cafb65ab12b7,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,4800,,,2026-01-28 01:33:40,2026-02-21 01:33:40,
3a19b442-ad56-4b19-8a6f-5b94c8438b4c,e1f037e9-628a-448a-a330-ddfbd4ff88ee,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,9600,,,2022-04-01 01:33:40,2022-06-19 01:33:40,
7b09d74c-31b6-42db-9cbf-764082ec7cb8,475ec420-f5f6-4c43-9c72-fc27517f05dc,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,4800,,,2022-08-13 01:33:40,2022-10-31 01:33:40,
0faed034-8ba7-4e8b-b57a-15e663954955,72d37943-8fa7-45ed-b1f8-54f5aeae3261,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,4800,,,2024-04-08 01:33:40,2024-07-03 01:33:40,
9f5b84e2-92c0-4a49-b5c2-392f9ae8d5ee,81bd8af7-f78e-4a7b-929e-e50732ab2319,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,9600,,,2025-01-20 01:33:40,2025-03-12 01:33:40,
aa592f3e-c31d-4f3a-b76a-5d4c21e15655,f1d1895b-29e1-49d7-bf90-aa90d4f41722,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,60000,,,2025-09-26 01:33:40,2025-10-27 01:33:40,
183f0454-abef-4bb4-845f-0b9223996c30,71fd912e-2b49-437e-84db-ae5227e0b76d,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,9600,,,2026-01-14 01:33:40,2026-03-27 01:33:40,
80b1ee1b-17a9-4d56-b534-dacf0d5f65f2,03f44929-64c8-4aa3-ac3e-61b64e595bf4,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,2400,,,2022-04-26 01:33:40,2022-06-14 01:33:40,
be5989a4-4f0c-4c8e-807d-56e70126442a,544fe23f-663f-4bb3-a3c8-fea14915cb6b,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,9600,,,2022-08-06 01:33:40,2022-10-17 01:33:40,
3231ad91-659a-4dc0-8bbd-32edc5c8426f,95e0634b-9918-44f0-b015-e351f9040527,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,1200,,,2023-09-02 01:33:40,2023-10-14 01:33:40,
1069b1c4-6c0b-48a5-a990-ce58c3c499b3,1f2de95b-b620-4423-b64d-4ee3963bff12,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,2400,,,2025-05-23 01:33:40,2025-07-21 01:33:40,
b7669ada-dd53-4c60-8c8f-fb6e601ca052,9def31a6-5eef-4832-b9a0-89fcaffcde81,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,18000,,,2026-01-04 01:33:40,2026-04-01 01:33:40,
97cd7b0a-d862-48b0-aadc-cf8213f2f144,dd5c35aa-08e8-4205-89cf-c286566178e4,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,9600,,,2026-02-24 01:33:40,2026-04-19 01:33:40,
42b89574-d361-4360-83a5-5e175b7034c2,e0670d88-b1dd-4265-bfee-6d7eb7629a9b,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,4800,,,2022-05-21 01:33:40,2022-06-30 01:33:40,
ec3e937d-bf10-478e-af0c-dce44ad0fa33,f741b48d-6feb-4611-8fbf-f1dd9420e6b0,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,2400,,,2023-03-14 01:33:40,2023-04-08 01:33:40,
edeefadf-ffe3-47c0-a8f8-d1bc9a4a3372,1fc12956-834a-44b2-b916-48f2eb26cb78,02c9277d-6ae5-4f63-9b0b-9794c509d06e,new,won,negotiating,60000,,,2023-06-22 01:33:40,2023-08-14 01:33:40,
b7ae3a9b-0fd2-42f6-8f0a-3ee562e41b35,458730ad-f19b-4fdb-b0a8-ffe498f04deb,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,9600,,,2024-11-11 01:33:40,2025-01-03 01:33:40,
d4b95448-d63b-4bdb-a085-b20b28972487,72f826f4-73b7-434f-bf24-8858e16313fb,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,500,,,2025-11-10 01:33:40,2026-01-16 01:33:40,
250ea741-7510-4cd0-a857-c9fe91052aba,d4030e64-ac70-4850-a86b-bf2df214c6f7,e37f156d-0a49-4e41-a2df-100519c1d60b,new,won,negotiating,500,,,2026-01-26 01:33:40,2026-03-25 01:33:40,
d796626d-6604-4a57-adac-5e83ea1ea7fe,1ac12830-fd00-4d6a-a3be-fac7a13fba61,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,1200,,,2022-03-13 01:33:40,2022-05-14 01:33:40,
f3748b27-3107-419f-93ae-14d955778a26,5b2aeb2c-fa2b-470f-b310-1fb07776c6f4,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,4800,,,2023-02-14 01:33:40,2023-03-21 01:33:40,
2534d1f0-609d-4903-b664-9653e36b40c1,57f58c52-f612-4302-8bb1-b2dd6fb09efb,3702c4b5-3825-4eb0-aceb-315f1727eb8e,new,won,negotiating,9600,,,2024-04-26 01:33:40,2024-06-17 01:33:40,
8c7bddaa-3717-45aa-8ee8-589cad9313ce,4d740b75-3bdf-4405-a17f-1c44d951a870,bbaca86f-d318-410f-b984-21485e1fd7eb,new,won,negotiating,1200,,,2025-02-11 01:33:40,2025-03-23 01:33:40,
5b7fda1c-7db0-42a4-9d95-fc3c723227a3,d7d2acac-a09b-4a05-9067-746185690ac8,dbe03f3b-518d-4fcd-b4e2-c6047210040d,new,won,negotiating,4800,,,2025-11-12 01:33:40,2026-01-29 01:33:40,
